"통합메타데이터 ID","전문센터ID","역통 대분류","DB정보","전문센터 메타데이터","제목","대체제목","원자료의 발신자","원자료의 편찬자","원자료의 작성자","역통 중분류","역통 소분류","전문센터주제분류","자료유형","기사레벨","발행자","파일형식","목차","초록","상위자료아이디","상위자료","의존자료","사건발생일","원자료생성일","원자료발행일","발행일","생성일","갱신일","연계주소","저자정렬","날짜정렬",
"KH.AKS.E0002482","AKS","KH.11.01.000","한국사기초사전","E0002482","박제상(朴堤上)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","박제상의 사당. 충남 공주시 동학사.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001633&amp;cc40id=E0002482</get>                </url>","","",
"KH.AKS.E0002483","AKS","KH.11.01.000","한국사기초사전","E0002483","박중빈(朴重彬)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","원불교 교조.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001634&amp;cc40id=E0002483</get>                </url>","","",
"KH.AKS.E0002484","AKS","KH.11.01.000","한국사기초사전","E0002484","박지원(朴趾源)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","조선 후기의 문신이며 학자였던 박지원의 글씨. 《근묵》에서.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000801&amp;cc40id=E0002484</get>                </url>","","",
"KH.AKS.E0002485","AKS","KH.11.01.000","한국사기초사전","E0002485","박팽년(朴彭年)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","박팽년을 모신 사당. 대구 달성군 하빈면 묘리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000702&amp;cc40id=E0002485</get>                </url>","","",
"KH.AKS.E0002486","AKS","KH.11.01.000","한국사기초사전","E0002486","발해(渤海)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","중국 길림성 영안현 동경성 출토.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001639&amp;cc40id=E0002486</get>                </url>","","",
"KH.AKS.E0002487","AKS","KH.11.01.000","한국사기초사전","E0002487","발해(渤海)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","중국 길림성 영안현 동경성 출토.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001639&amp;cc40id=E0002487</get>                </url>","","",
"KH.AKS.E0002488","AKS","KH.11.01.000","한국사기초사전","E0002488","발해(渤海)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","중국 길림성 영안현 동경성 출토.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001639&amp;cc40id=E0002488</get>                </url>","","",
"KH.AKS.E0002489","AKS","KH.11.01.000","한국사기초사전","E0002489","성곽(城郭)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","화성(수원성곽)의 봉돈부분. 경기 수원시 팔달구.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000951&amp;cc40id=E0002489</get>                </url>","","",
"KH.AKS.E0002490","AKS","KH.11.01.000","한국사기초사전","E0002490","백두산(白頭山)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","삼지연의 가을 모습","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001644&amp;cc40id=E0002490</get>                </url>","","",
"KH.AKS.E0002491","AKS","KH.11.01.000","한국사기초사전","E0002491","백두산(白頭山)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","삼지연의 가을 모습","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001644&amp;cc40id=E0002491</get>                </url>","","",
"KH.AKS.E0002492","AKS","KH.11.01.000","한국사기초사전","E0002492","백두산(白頭山)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","삼지연의 가을 모습","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001644&amp;cc40id=E0002492</get>                </url>","","",
"KH.AKS.E0002493","AKS","KH.11.01.000","한국사기초사전","E0002493","백두산(白頭山)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","삼지연의 가을 모습","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001644&amp;cc40id=E0002493</get>                </url>","","",
"KH.AKS.E0002495","AKS","KH.11.01.000","한국사기초사전","E0002495","백자(白磁)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","백자요지. 경기 용인시 이동면 서리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000310&amp;cc40id=E0002495</get>                </url>","","",
"KH.AKS.E0002496","AKS","KH.11.01.000","한국사기초사전","E0002496","백자(白磁)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","백자요지. 경기 용인시 이동면 서리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000310&amp;cc40id=E0002496</get>                </url>","","",
"KH.AKS.E0002497","AKS","KH.11.01.000","한국사기초사전","E0002497","백자(白磁)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","백자요지. 경기 용인시 이동면 서리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000310&amp;cc40id=E0002497</get>                </url>","","",
"KH.AKS.E0002498","AKS","KH.11.01.000","한국사기초사전","E0002498","백자(白磁)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","백자요지. 경기 용인시 이동면 서리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000310&amp;cc40id=E0002498</get>                </url>","","",
"KH.AKS.E0002499","AKS","KH.11.01.000","한국사기초사전","E0002499","백자(白磁)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","백자요지. 경기 용인시 이동면 서리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000310&amp;cc40id=E0002499</get>                </url>","","",
"KH.AKS.E0002500","AKS","KH.11.01.000","한국사기초사전","E0002500","백자(白磁)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","백자요지. 경기 용인시 이동면 서리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000310&amp;cc40id=E0002500</get>                </url>","","",
"KH.AKS.E0002501","AKS","KH.11.01.000","한국사기초사전","E0002501","백자(白磁)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","백자요지. 경기 용인시 이동면 서리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000310&amp;cc40id=E0002501</get>                </url>","","",
"KH.AKS.E0002502","AKS","KH.11.01.000","한국사기초사전","E0002502","백자(白磁)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","백자요지. 경기 용인시 이동면 서리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000310&amp;cc40id=E0002502</get>                </url>","","",
"KH.AKS.E0002503","AKS","KH.11.01.000","한국사기초사전","E0002503","백자(白磁)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","백자요지. 경기 용인시 이동면 서리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000310&amp;cc40id=E0002503</get>                </url>","","",
"KH.AKS.E0002504","AKS","KH.11.01.000","한국사기초사전","E0002504","백자(白磁)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","백자요지. 경기 용인시 이동면 서리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000310&amp;cc40id=E0002504</get>                </url>","","",
"KH.AKS.E0002505","AKS","KH.11.01.000","한국사기초사전","E0002505","백자(白磁)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","백자요지. 경기 용인시 이동면 서리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000310&amp;cc40id=E0002505</get>                </url>","","",
"KH.AKS.E0002506","AKS","KH.11.01.000","한국사기초사전","E0002506","백자(白磁)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","백자요지. 경기 용인시 이동면 서리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000310&amp;cc40id=E0002506</get>                </url>","","",
"KH.AKS.E0002507","AKS","KH.11.01.000","한국사기초사전","E0002507","백자발(白磁鉢)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","지름10.4cm. 국립중앙박물관소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001649&amp;cc40id=E0002507</get>                </url>","","",
"KH.AKS.E0002508","AKS","KH.11.01.000","한국사기초사전","E0002508","공주송산리고분군(宋山里古墳群)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","백호도.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001234&amp;cc40id=E0002508</get>                </url>","","",
"KH.AKS.E0002509","AKS","KH.11.01.000","한국사기초사전","E0002509","범종(梵鐘)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","통일신라. 높이 333cm. 국립경주박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000496&amp;cc40id=E0002509</get>                </url>","","",
"KH.AKS.E0002510","AKS","KH.11.01.000","한국사기초사전","E0002510","보부상(褓負商)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","권용정의 〈부상〉. 간송미술관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000312&amp;cc40id=E0002510</get>                </url>","","",
"KH.AKS.E0002512","AKS","KH.11.01.000","한국사기초사전","E0002512","보우(普雨)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","규장각도서.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000044&amp;cc40id=E0002512</get>                </url>","","",
"KH.AKS.E0002514","AKS","KH.11.01.000","한국사기초사전","E0002514","봉산탈춤(鳳山――)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","제7과장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000112&amp;cc40id=E0002514</get>                </url>","","",
"KH.AKS.E0002515","AKS","KH.11.01.000","한국사기초사전","E0002515","봉산탈춤(鳳山――)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","제7과장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000112&amp;cc40id=E0002515</get>                </url>","","",
"KH.AKS.E0002516","AKS","KH.11.01.000","한국사기초사전","E0002516","봉선사(奉先寺)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","경기 남양주시 진접면 부평리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001692&amp;cc40id=E0002516</get>                </url>","","",
"KH.AKS.E0002517","AKS","KH.11.01.000","한국사기초사전","E0002517","탑(塔)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","조선시대 이형석탑, 서울 종로구 종로2가.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0002555&amp;cc40id=E0002517</get>                </url>","","",
"KH.AKS.E0002518","AKS","KH.11.01.000","한국사기초사전","E0002518","부석사(浮石寺)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","경북 영주시 부석면 북지리 봉황산중턱에 있는 부석사의 축대모습.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001703&amp;cc40id=E0002518</get>                </url>","","",
"KH.AKS.E0002519","AKS","KH.11.01.000","한국사기초사전","E0002519","북청사자놀음(北靑獅子――)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","퉁소와 북으로 반주한다.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000114&amp;cc40id=E0002519</get>                </url>","","",
"KH.AKS.E0002520","AKS","KH.11.01.000","한국사기초사전","E0002520","북청사자놀음(北靑獅子――)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","퉁소와 북으로 반주한다.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000114&amp;cc40id=E0002520</get>                </url>","","",
"KH.AKS.E0002521","AKS","KH.11.01.000","한국사기초사전","E0002521","분청사기(粉靑沙器)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","경기 고양시 정소공주묘 출토. 국립중앙박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0000315&amp;cc40id=E0002521</get>                </url>","","",
"KH.AKS.E0002522","AKS","KH.11.01.000","한국사기초사전","E0002522","분청사기박지연어문편병(粉靑沙器剝地蓮魚文扁甁)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","15세기. 높이 22.7m. 호림박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001713&amp;cc40id=E0002522</get>                </url>","","",
"KH.AKS.E0002523","AKS","KH.11.01.000","한국사기초사전","E0002523","불국사(佛國寺)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","불국사내의 무설전.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001717&amp;cc40id=E0002523</get>                </url>","","",
"KH.AKS.E0002524","AKS","KH.11.01.000","한국사기초사전","E0002524","불국사(佛國寺)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","불국사내의 무설전.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001717&amp;cc40id=E0002524</get>                </url>","","",
"KH.AKS.E0002527","AKS","KH.11.01.000","한국사기초사전","E0002527","이이(李珥)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","경기 파주시 천현면 동문리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0002207&amp;cc40id=E0002527</get>                </url>","","",
"KH.AKS.E0002528","AKS","KH.11.01.000","한국사기초사전","E0002528","선산출토금동보살입상(善山出土金銅菩薩立像)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","신라. 높이 32cm. 국립중앙박물관소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=Z0001330&amp;cc40id=E0002528</get>                </url>","","",
"KH.AKS.E0002529","AKS","KH.11.01.000","한국사기초사전","E0002529","불상(佛像)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001721&amp;cc40id=E0002529</get>                </url>","","",
"KH.AKS.E0002530","AKS","KH.11.01.000","한국사기초사전","E0002530","불상(佛像)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001721&amp;cc40id=E0002530</get>                </url>","","",
"KH.AKS.E0002531","AKS","KH.11.01.000","한국사기초사전","E0002531","불상(佛像)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001721&amp;cc40id=E0002531</get>                </url>","","",
"KH.AKS.E0002532","AKS","KH.11.01.000","한국사기초사전","E0002532","불상(佛像)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001721&amp;cc40id=E0002532</get>                </url>","","",
"KH.AKS.E0002533","AKS","KH.11.01.000","한국사기초사전","E0002533","불상(佛像)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001721&amp;cc40id=E0002533</get>                </url>","","",
"KH.AKS.E0002534","AKS","KH.11.01.000","한국사기초사전","E0002534","불화(佛畫)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려. 107 ×45cm. 일본 根津박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001722&amp;cc40id=E0002534</get>                </url>","","",
"KH.AKS.E0002535","AKS","KH.11.01.000","한국사기초사전","E0002535","불화(佛畫)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려. 107 ×45cm. 일본 根津박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001722&amp;cc40id=E0002535</get>                </url>","","",
"KH.AKS.E0002536","AKS","KH.11.01.000","한국사기초사전","E0002536","불화(佛畫)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려. 107 ×45cm. 일본 根津박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001722&amp;cc40id=E0002536</get>                </url>","","",
"KH.AKS.E0002537","AKS","KH.11.01.000","한국사기초사전","E0002537","불화(佛畫)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려. 107 ×45cm. 일본 根津박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001722&amp;cc40id=E0002537</get>                </url>","","",
"KH.AKS.E0002538","AKS","KH.11.01.000","한국사기초사전","E0002538","불화(佛畫)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려. 107 ×45cm. 일본 根津박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001722&amp;cc40id=E0002538</get>                </url>","","",
"KH.AKS.E0002539","AKS","KH.11.01.000","한국사기초사전","E0002539","불화(佛畫)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려. 107 ×45cm. 일본 根津박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001722&amp;cc40id=E0002539</get>                </url>","","",
"KH.AKS.E0002540","AKS","KH.11.01.000","한국사기초사전","E0002540","불화(佛畫)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려. 107 ×45cm. 일본 根津박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001722&amp;cc40id=E0002540</get>                </url>","","",
"KH.AKS.E0002541","AKS","KH.11.01.000","한국사기초사전","E0002541","불화(佛畫)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려. 107 ×45cm. 일본 根津박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001722&amp;cc40id=E0002541</get>                </url>","","",
"KH.AKS.E0002542","AKS","KH.11.01.000","한국사기초사전","E0002542","불화(佛畫)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려. 107 ×45cm. 일본 根津박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001722&amp;cc40id=E0002542</get>                </url>","","",
"KH.AKS.E0002543","AKS","KH.11.01.000","한국사기초사전","E0002543","불화(佛畫)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려. 107 ×45cm. 일본 根津박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001722&amp;cc40id=E0002543</get>                </url>","","",
"KH.AKS.E0002544","AKS","KH.11.01.000","한국사기초사전","E0002544","불화(佛畫)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려. 107 ×45cm. 일본 根津박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001722&amp;cc40id=E0002544</get>                </url>","","",
"KH.AKS.E0002545","AKS","KH.11.01.000","한국사기초사전","E0002545","불화(佛畫)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려. 107 ×45cm. 일본 根津박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001722&amp;cc40id=E0002545</get>                </url>","","",
"KH.AKS.E0002546","AKS","KH.11.01.000","한국사기초사전","E0002546","불화(佛畫)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려. 107 ×45cm. 일본 根津박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001722&amp;cc40id=E0002546</get>                </url>","","",
"KH.AKS.E0002547","AKS","KH.11.01.000","한국사기초사전","E0002547","비(碑)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","1017년. 서울 종로구 경복궁.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001725&amp;cc40id=E0002547</get>                </url>","","",
"KH.AKS.E0002548","AKS","KH.11.01.000","한국사기초사전","E0002548","비(碑)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","1017년. 서울 종로구 경복궁.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001725&amp;cc40id=E0002548</get>                </url>","","",
"KH.AKS.E0002549","AKS","KH.11.01.000","한국사기초사전","E0002549","비(碑)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","1017년. 서울 종로구 경복궁.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001725&amp;cc40id=E0002549</get>                </url>","","",
"KH.AKS.E0002550","AKS","KH.11.01.000","한국사기초사전","E0002550","비(碑)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","1017년. 서울 종로구 경복궁.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/ImageView.jsp?cc10id=C0001725&amp;cc40id=E0002550</get>                </url>","","",
